pokemon,dex_number,normal,fighting,flying,poison,ground,rock,bug,ghost,steel,fire,water,grass,electric,psychic,ice,dragon,dark,fairy,red0,blue0,green0,red1,blue1,green1,red2,blue2,green2,red3,blue3,green3,red4,blue4,green4,proportion0,proportion1,proportion2,proportion3,proportion4
/home/tariq/PokemonTypeNN/data/gsc/bulbasaur.png,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,252,90,55,120,51,97,204,91,16,36,15,28,23,22,0.2326,0.1151,0.0844,0.0765,0.0522
/home/tariq/PokemonTypeNN/data/xydex/bulbasaur.png,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,129,182,150,152,217,181,175,233,202,245,242,244,89,151,115,0.2141,0.1778,0.1466,0.0436,0.0407
/home/tariq/PokemonTypeNN/data/rby/bulbasaur.png,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,125,177,129,193,226,146,80,108,86,156,168,138,95,101,88,0.2271,0.1316,0.1159,0.0733,0.0566
/home/tariq/PokemonTypeNN/data/rby/ivysaur.png,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122,175,128,77,103,82,193,226,146,155,167,139,95,99,89,0.19699999999999998,0.1146,0.1093,0.0565,0.0431
/home/tariq/PokemonTypeNN/data/xydex/ivysaur.png,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,125,185,198,245,120,141,71,113,93,140,214,224,166,233,243,0.0893,0.0661,0.0409,0.037000000000000005,0.0356
/home/tariq/PokemonTypeNN/data/gsc/ivysaur.png,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,252,90,245,79,127,13,33,12,53,121,49,92,205,85,0.14300000000000002,0.0783,0.0777,0.0762,0.0637
/home/tariq/PokemonTypeNN/data/xydex/venusaur.png,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,156,230,244,121,176,188,140,216,225,127,182,151,134,230,170,0.0999,0.0629,0.0465,0.0447,0.0358
/home/tariq/PokemonTypeNN/data/xydex/venusaurmega.png,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122,179,204,132,182,127,246,203,221,70,118,130,75,117,84,0.0875,0.0539,0.0486,0.0424,0.0392
/home/tariq/PokemonTypeNN/data/gsc/venusaur.png,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,203,93,235,59,114,13,38,17,45,123,58,57,175,77,0.2432,0.1179,0.1055,0.1052,0.0594
/home/tariq/PokemonTypeNN/data/rby/venusaur.png,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,126,174,132,194,226,146,80,106,85,156,167,140,97,102,89,0.1467,0.1014,0.0943,0.0725,0.0626
/home/tariq/PokemonTypeNN/data/xydex/charmander.png,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,204,159,115,235,195,136,141,105,70,193,143,46,226,229,228,0.1547,0.0741,0.0212,0.0115,0.006999999999999999
/home/tariq/PokemonTypeNN/data/rby/charmander.png,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,210,152,101,253,196,91,140,82,62,210,84,56,57,51,50,0.1462,0.1282,0.0971,0.0689,0.0205
/home/tariq/PokemonTypeNN/data/gsc/charmander.png,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,233,122,68,159,71,52,54,22,16,227,91,42,122,37,32,0.2467,0.1273,0.0696,0.0464,0.0258
/home/tariq/PokemonTypeNN/data/gsc/charmeleon.png,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,142,25,54,59,12,24,238,66,52,160,56,68,116,87,84,0.1414,0.0894,0.0855,0.0534,0.0432
/home/tariq/PokemonTypeNN/data/xydex/charmeleon.png,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,226,144,117,206,98,71,253,167,137,164,80,58,239,241,241,0.1701,0.0394,0.0382,0.0231,0.0138
/home/tariq/PokemonTypeNN/data/rby/charmeleon.png,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,212,78,52,254,196,91,206,153,105,134,81,63,56,52,50,0.12300000000000001,0.1175,0.1153,0.1143,0.0283
/home/tariq/PokemonTypeNN/data/gsc/charizard.png,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,205,83,17,56,27,12,200,149,122,51,75,121,19,28,46,0.3133,0.1053,0.0729,0.0554,0.0384
/home/tariq/PokemonTypeNN/data/xydex/charizardmegax.png,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,60,96,123,110,168,197,187,221,238,240,242,242,101,106,106,0.2244,0.0674,0.045,0.0078,0.0075
/home/tariq/PokemonTypeNN/data/xydex/charizardmegay.png,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,215,161,102,6,123,145,235,195,118,148,114,66,182,134,65,0.1355,0.0752,0.0202,0.0088,0.0065
/home/tariq/PokemonTypeNN/data/rby/charizard.png,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,212,152,97,137,78,62,254,196,91,211,80,53,56,50,49,0.1737,0.1627,0.1522,0.1121,0.0516
/home/tariq/PokemonTypeNN/data/xydex/charizard.png,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,218,161,98,18,133,152,250,193,109,34,152,169,146,109,69,0.156,0.078,0.0541,0.0429,0.0191
/home/tariq/PokemonTypeNN/data/gsc/squirtle.png,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,119,245,29,26,16,60,80,144,113,101,69,16,23,46,0.1933,0.0848,0.07200000000000001,0.0667,0.0538
/home/tariq/PokemonTypeNN/data/rby/squirtle.png,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,206,227,248,107,180,202,74,108,118,161,161,161,64,153,174,0.2121,0.1427,0.0777,0.017,0.017
/home/tariq/PokemonTypeNN/data/xydex/squirtle.png,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121,182,196,159,226,240,176,160,131,140,215,230,199,223,223,0.1431,0.1083,0.0816,0.0582,0.0313
/home/tariq/PokemonTypeNN/data/xydex/wartortle.png,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,196,216,240,140,166,195,180,166,137,121,106,81,219,223,222,0.1708,0.1097,0.0565,0.0138,0.0128
/home/tariq/PokemonTypeNN/data/gsc/wartortle.png,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,111,239,34,31,24,106,98,78,167,161,145,173,142,66,0.1441,0.0687,0.0642,0.0629,0.0532
/home/tariq/PokemonTypeNN/data/rby/wartortle.png,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,211,229,247,114,178,198,70,109,120,161,161,161,92,92,92,0.1997,0.1272,0.1001,0.0279,0.0232
/home/tariq/PokemonTypeNN/data/xydex/blastoisemega.png,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,174,161,141,131,160,199,203,219,241,152,187,239,115,104,89,0.0953,0.0835,0.0411,0.0288,0.0212
/home/tariq/PokemonTypeNN/data/xydex/blastoise.png,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,160,201,180,165,141,153,187,238,191,211,235,118,105,85,0.1508,0.1005,0.0725,0.0537,0.0326
/home/tariq/PokemonTypeNN/data/gsc/blastoise.png,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,91,244,18,16,9,189,159,29,14,18,47,108,101,72,0.1651,0.1147,0.0747,0.071,0.0618
/home/tariq/PokemonTypeNN/data/rby/blastoise.png,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,210,229,248,97,182,205,66,109,120,49,49,49,94,94,94,0.1719,0.1678,0.1178,0.0615,0.0333
/home/tariq/PokemonTypeNN/data/xydex/caterpie.png,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136,192,107,185,165,111,156,224,120,210,213,132,125,109,65,0.0976,0.0864,0.0524,0.0355,0.0335
/home/tariq/PokemonTypeNN/data/gsc/caterpie.png,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,121,41,23,42,12,95,172,49,22,19,18,169,152,149,0.1013,0.0944,0.0941,0.0802,0.0674
/home/tariq/PokemonTypeNN/data/rby/caterpie.png,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,134,174,134,83,109,87,192,225,146,154,166,136,208,217,207,0.1288,0.0885,0.0736,0.0509,0.0311
/home/tariq/PokemonTypeNN/data/gsc/metapod.png,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69,107,8,27,39,9,121,252,0,90,116,55,160,167,150,0.0996,0.0639,0.0573,0.0475,0.0362
/home/tariq/PokemonTypeNN/data/xydex/metapod.png,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,191,230,119,115,178,65,155,192,104,123,164,68,87,117,47,0.1056,0.0702,0.0529,0.0424,0.0378
/home/tariq/PokemonTypeNN/data/rby/metapod.png,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,194,228,147,133,176,132,85,111,89,158,177,130,100,107,89,0.1511,0.0942,0.0395,0.0221,0.0208
/home/tariq/PokemonTypeNN/data/xydex/butterfree.png,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,96,122,168,157,155,102,97,96,128,164,184,37,37,37,0.0578,0.0546,0.0439,0.0397,0.0272
/home/tariq/PokemonTypeNN/data/gsc/butterfree.png,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,185,220,250,8,8,8,133,165,192,79,101,119,25,33,40,0.1759,0.1497,0.0634,0.0615,0.0557
/home/tariq/PokemonTypeNN/data/rby/butterfree.png,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,205,228,242,114,177,194,50,50,50,67,105,114,159,159,159,0.1219,0.0957,0.0858,0.0695,0.0371
/home/tariq/PokemonTypeNN/data/rby/weedle.png,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,183,170,123,108,100,75,229,213,124,54,53,50,158,140,79,0.1067,0.0648,0.0467,0.0218,0.0206
/home/tariq/PokemonTypeNN/data/gsc/weedle.png,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,151,81,47,50,26,14,209,135,40,185,155,133,133,34,21,0.1188,0.0777,0.076,0.0641,0.0171
/home/tariq/PokemonTypeNN/data/xydex/weedle.png,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,189,161,122,237,201,134,134,102,63,188,137,168,239,197,230,0.0842,0.0495,0.0327,0.0216,0.0155
/home/tariq/PokemonTypeNN/data/xydex/kakuna.png,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,241,221,117,197,174,91,171,145,61,133,110,45,247,247,249,0.1253,0.0731,0.0634,0.0377,0.0233
/home/tariq/PokemonTypeNN/data/gsc/kakuna.png,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132,102,62,35,28,15,213,205,25,183,163,37,168,162,152,0.1125,0.0796,0.0733,0.0676,0.0306
/home/tariq/PokemonTypeNN/data/rby/kakuna.png,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,183,170,120,108,102,77,230,215,121,150,139,84,57,56,52,0.0802,0.0545,0.0521,0.0261,0.0127
/home/tariq/PokemonTypeNN/data/xydex/beedrill.png,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,233,234,237,231,237,237,188,169,121,156,159,171,240,222,85,0.0597,0.0521,0.0376,0.0255,0.0205
/home/tariq/PokemonTypeNN/data/xydex/beedrillmega.png,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,226,234,233,244,227,85,189,173,126,104,93,64,163,172,172,0.0783,0.0479,0.0427,0.0367,0.0272
/home/tariq/PokemonTypeNN/data/rby/beedrill.png,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,184,171,123,105,98,74,229,212,122,53,52,50,157,140,80,0.1155,0.0942,0.0608,0.0567,0.027000000000000003
/home/tariq/PokemonTypeNN/data/gsc/beedrill.png,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,209,152,105,33,18,13,131,83,65,144,28,13,220,86,65,0.1346,0.1208,0.0874,0.0232,0.018000000000000002
/home/tariq/PokemonTypeNN/data/xydex/pidgey.png,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,167,120,127,104,63,216,200,145,179,143,155,158,134,83,0.0973,0.059000000000000004,0.0272,0.0252,0.0187
/home/tariq/PokemonTypeNN/data/rby/pidgey.png,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,98,79,177,163,143,55,53,51,150,127,100,214,192,159,0.2659,0.1451,0.051,0.009000000000000001,0.0049
/home/tariq/PokemonTypeNN/data/gsc/pidgey.png,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,85,53,46,30,17,178,162,137,239,214,107,169,139,66,0.1719,0.1121,0.1035,0.0314,0.0121
/home/tariq/PokemonTypeNN/data/xydex/pidgeotto.png,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,159,117,148,90,60,172,131,67,210,202,157,223,84,62,0.0617,0.0264,0.0159,0.0126,0.0078
/home/tariq/PokemonTypeNN/data/rby/pidgeotto.png,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,101,79,185,166,139,54,52,51,151,127,98,215,193,157,0.2922,0.157,0.0587,0.0122,0.0056
/home/tariq/PokemonTypeNN/data/gsc/pidgeotto.png,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,74,39,45,25,15,238,77,92,174,156,146,153,62,71,0.1806,0.0852,0.0753,0.0748,0.0434
/home/tariq/PokemonTypeNN/data/xydex/pidgeot.png,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,168,130,213,205,149,142,101,62,231,210,224,170,133,72,0.0719,0.0301,0.0193,0.0153,0.0128
/home/tariq/PokemonTypeNN/data/xydex/pidgeotmega.png,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,162,128,208,202,162,49,116,160,136,97,78,137,166,179,0.0636,0.0584,0.0211,0.018000000000000002,0.0103
/home/tariq/PokemonTypeNN/data/gsc/pidgeot.png,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,81,54,44,28,20,166,156,151,239,79,94,147,61,69,0.1363,0.0839,0.0823,0.0675,0.0349
/home/tariq/PokemonTypeNN/data/rby/pidgeot.png,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,102,80,183,164,137,54,53,51,146,128,103,214,192,159,0.2496,0.2068,0.0496,0.0076,0.0046
/home/tariq/PokemonTypeNN/data/gsc/rattata.png,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,66,234,130,59,154,51,15,58,114,29,129,176,144,183,0.1229,0.0831,0.0718,0.0666,0.0403
/home/tariq/PokemonTypeNN/data/xydex/rattataalola.png,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,101,92,165,163,149,47,47,42,203,201,168,137,137,108,0.2075,0.0696,0.027999999999999997,0.0128,0.0108
/home/tariq/PokemonTypeNN/data/rby/rattata.png,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,103,93,132,132,114,162,162,149,56,56,54,202,202,151,0.1929,0.1409,0.0884,0.0462,0.0161
/home/tariq/PokemonTypeNN/data/xydex/rattata.png,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,145,185,174,163,149,119,92,121,143,111,153,214,202,210,0.115,0.0442,0.0279,0.0176,0.0165
/home/tariq/PokemonTypeNN/data/gsc/raticate.png,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,177,95,130,94,38,41,30,13,179,135,53,102,67,13,0.2047,0.1684,0.12300000000000001,0.0358,0.0259
/home/tariq/PokemonTypeNN/data/xydex/raticatealolatotem.png,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,94,84,172,162,141,59,55,47,68,66,56,206,195,167,0.3287,0.098,0.0253,0.0111,0.0091
/home/tariq/PokemonTypeNN/data/xydex/raticate.png,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,166,105,138,107,65,232,193,122,179,134,62,227,229,229,0.2527,0.0547,0.053,0.0396,0.0067
/home/tariq/PokemonTypeNN/data/xydex/raticatealola.png,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,94,85,169,162,146,53,51,44,67,67,58,202,195,173,0.2665,0.0914,0.0165,0.0103,0.0062
/home/tariq/PokemonTypeNN/data/rby/raticate.png,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,91,161,161,139,205,205,149,132,132,113,53,53,52,0.1925,0.1557,0.1003,0.0662,0.0525
/home/tariq/PokemonTypeNN/data/rby/spearow.png,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,99,79,183,165,140,56,54,52,148,127,102,70,63,56,0.2178,0.1313,0.0345,0.0078,0.0017
/home/tariq/PokemonTypeNN/data/xydex/spearow.png,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,142,114,140,96,72,186,102,94,181,151,158,237,214,221,0.1472,0.0541,0.0162,0.0114,0.0112
