pokemon,dex_number,normal,fighting,flying,poison,ground,rock,bug,ghost,steel,fire,water,grass,electric,psychic,ice,dragon,dark,fairy
grubbin.png,736,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
crabrawler.png,739,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lycanrocmidnight.png,745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fomantis.png,753,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
morelull.png,755,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
bewear.png,760,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comfey.png,764,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
komala.png,775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mimikyubusted.png,778,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
jangmoo.png,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
solgaleo.png,791,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
pheromosa.png,795,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
