pokemon,dex_number,normal,fighting,flying,poison,ground,rock,bug,ghost,steel,fire,water,grass,electric,psychic,ice,dragon,dark,fairy
dartrix.png,723,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
decidueye.png,724,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gumshoostotem.png,735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oricorio.png,741,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wishiwashi.png,746,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pyukumuku.png,771,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
silvallyfairy.png,773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miniororange.png,774,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
minioryellow.png,774,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
cosmoem.png,790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
buzzwole.png,794,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
xurkitree.png,796,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
