pokemon,dex_number,normal,fighting,flying,poison,ground,rock,bug,ghost,steel,fire,water,grass,electric,psychic,ice,dragon,dark,fairy
rowlet.png,722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dartrix.png,723,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trumbeak.png,732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oricoriopau.png,741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fomantis.png,753,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lurantis.png,754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morelull.png,755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silvallywater.png,773,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mimikyubusted.png,778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necrozmaduskmane.png,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poipole.png,803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blacephalon.png,806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
