pokemon,dex_number,normal,fighting,flying,poison,ground,rock,bug,ghost,steel,fire,water,grass,electric,psychic,ice,dragon,dark,fairy
incineroar.png,727,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
popplio.png,728,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gumshoos.png,735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crabominable.png,740,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rockruff.png,744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mudsdale.png,750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
silvallypsychic.png,773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silvallywater.png,773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
minior.png,774,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
mimikyutotem.png,778,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
tapulele.png,786,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
necrozmadawnwings.png,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
