pokemon,dex_number,normal,fighting,flying,poison,ground,rock,bug,ghost,steel,fire,water,grass,electric,psychic,ice,dragon,dark,fairy
yungoos.png,734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vikavolttotem.png,738,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wishiwashischool.png,746,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sandygast.png,769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
palossand.png,770,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
silvallyfire.png,773,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
togedemaru.png,777,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tapubulu.png,787,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tapufini.png,788,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
magearna.png,801,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
stakataka.png,805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
blacephalon.png,806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
