pokemon,dex_number,normal,fighting,flying,poison,ground,rock,bug,ghost,steel,fire,water,grass,electric,psychic,ice,dragon,dark,fairy
brionne.png,729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pikipek.png,731,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charjabug.png,737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mareanie.png,747,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
salazzle.png,758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tsareena.png,763,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
passimian.png,766,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
silvally.png,773,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silvallydragon.png,773,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
silvallyice.png,773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silvallyghost.png,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
turtonator.png,776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
mimikyubustedtotem.png,778,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
hakamoo.png,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
magearnaoriginal.png,801,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
marshadow.png,802,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
