pokemon,dex_number,normal,fighting,flying,poison,ground,rock,bug,ghost,steel,fire,water,grass,electric,psychic,ice,dragon,dark,fairy
torracat.png,726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
primarina.png,730,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
trumbeak.png,732,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oricoriopompom.png,741,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
oricoriopau.png,741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lycanroc.png,745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mudbray.png,749,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
golisopod.png,768,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lunala.png,792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
necrozmaultra.png,800,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
necrozmaduskmane.png,800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
necrozma.png,800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
